"","month","year","Groupid","1050","1025","1000","975","950","925","900","875","850","825","800","775","750","725","700","675","650","625","monthlyairtemp$TAVG","as.numeric(dailyinflow$Q)","W1050","W1025","W1000","W975","W950","W925","W900","W875","W850","W825","W800","W775","W750","W725","W700","W675","W650","W625","C1050","C1025","C1000","C975","C950","C925","C900","C875","C850","C825","C800","C775","C750","C725","C700","C675","C650","C625","TwAvg1050","TwAvg1025","TwAvg1000","TwAvg975","TwAvg950","TwAvg925","TwAvg900","TwAvg875","TwAvg850","TwAvg825","TwAvg800","TwAvg775","TwAvg750","TwAvg725","TwAvg700","TwAvg675","TwAvg650","TwAvg625","TcAvg1050","TcAvg1025","TcAvg1000","TcAvg975","TcAvg950","TcAvg925","TcAvg900","TcAvg875","TcAvg850","TcAvg825","TcAvg800","TcAvg775","TcAvg750","TcAvg725","TcAvg700","TcAvg675","TcAvg650","TcAvg625","TwavgofVw","TcavgofVw","totalVw","totalVc","GroupTw","GroupTc"
"384","July","1960",240,NA,NA,75.5,64,58.5,54.5,52,50.5,49.5,48.5,47.5,47,46,46,46,46,46,36.4444444444444,29.3,NA,NA,NA,1661017.99999998,1151652.56249999,708091.999999994,325739.937499989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,75.5,64,58.5,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50.5,49.5,48.5,47.5,47,46,46,46,46,46,36.4444444444444,"61.25","46.5","1661017.99999998","1167982.00000001",61.25,45
"385","July","1961",256,NA,62.5,56.5,52.5,50.5,49.5,48.5,48.5,47.5,47,46,45,45,45,44.5,44,44,35.3333333333333,28.4,NA,NA,1532692.68749999,952925.999999991,443560.562499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876074,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,62.5,56.5,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,49.5,48.5,48.5,47.5,47,46,45,45,45,44.5,44,44,35.3333333333333,"56.5","45.5","1532692.68749999","1876074",59.5,46.5
"386","July","1962",256,NA,73,61,54.5,52,49.5,48.5,48,47,47,46,45.5,45,45,45,44,44,35.0555555555556,28.1,NA,NA,1532692.68749999,952925.999999991,443560.562499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876074,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,73,61,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,49.5,48.5,48,47,47,46,45.5,45,45,45,44,44,35.0555555555556,"61","45.75","1532692.68749999","1876074",59.5,46.5
"387","July","1963",256,NA,63.5,58,53.5,50.5,49,48,48,48,47,47,46,46,45,45,44.5,44,35.3333333333333,25.1,NA,NA,1532692.68749999,952925.999999991,443560.562499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876074,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,63.5,58,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,49,48,48,48,47,47,46,46,45,45,44.5,44,35.3333333333333,"58","46.5","1532692.68749999","1876074",59.5,46.5
"388","July","1964",239,NA,76,71,59,56,52,50.5,49.5,48.5,47.5,47,45.5,45,45.5,44,44,44,35.3333333333333,27.4,NA,NA,1915044.74999999,1335278.0625,825912.625000001,382352.062500004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,76,71,59,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50.5,49.5,48.5,47.5,47,45.5,45,45.5,44,44,44,35.3333333333333,"65","45.5","1915044.74999999","1493721.9375",60.75,46.5
"389","July","1965",240,NA,NA,67.5,58,54,52.5,50.5,49,48,47,46,45,44.5,44,43.5,43,43,34.7777777777778,26.7,NA,NA,NA,1661017.99999998,1151652.56249999,708091.999999994,325739.937499989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,67.5,58,54,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,49,48,47,46,45,44.5,44,43.5,43,43,34.7777777777778,"56","44.75","1661017.99999998","1167982.00000001",61.25,45
"390","July","1966",239,NA,76,62,55.5,53.5,51,50.5,49.5,49,48,47.5,47,46,46,45.5,45,45,35.8888888888889,25.7,NA,NA,1915044.74999999,1335278.0625,825912.625000001,382352.062500004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,76,62,55.5,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50.5,49.5,49,48,47.5,47,46,46,45.5,45,45,35.8888888888889,"58.75","47","1915044.74999999","1493721.9375",60.75,46.5
"391","July","1967",239,NA,65,61,56,54,51,51,50,49,48,47,46,46,45,45,44,44,35.3333333333333,28.7,NA,NA,1915044.74999999,1335278.0625,825912.625000001,382352.062500004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,65,61,56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,50,49,48,47,46,46,45,45,44,44,35.3333333333333,"58.5","46","1915044.74999999","1493721.9375",60.75,46.5
"392","July","1968",239,NA,80,63,57,54,52,51,50,49,48,47,46,45,44,44,43,43,34.7777777777778,28.1,NA,NA,1915044.74999999,1335278.0625,825912.625000001,382352.062500004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,80,63,57,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,50,49,48,47,46,45,44,44,43,43,34.7777777777778,"60","46","1915044.74999999","1493721.9375",60.75,46.5
"393","July","1969",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","July","1970",238,80,67,60,55,52,51,50,49,48,48,47,47,46,46,45,45,45,35.8888888888889,28.4,NA,2187456.99999999,1532692.68749999,952925.999999991,443560.562499996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876074,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,80,67,60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,50,49,48,48,47,47,46,46,45,45,45,35.8888888888889,"63.5","47","2187456.99999999","1876074",59,46.75
"395","July","1971",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","July","1972",226,NA,NA,NA,NA,NA,77.5,66,63.5,60.5,56.5,52,49,48,47.5,47,46.5,46.5,36.7222222222222,27.9,NA,NA,NA,NA,NA,NA,1154505.9375,828766.000000009,555041.812500001,328736.999999993,145255.187500002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,NA,NA,77.5,66,63.5,60.5,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,49,48,47.5,47,46.5,46.5,36.7222222222222,"63.5","47.25","1154505.9375","339216",58,47
"397","July","1973",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","July","1974",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","July","1975",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","July","1976",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","July","1977",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","July","1978",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","July","1979",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","July","1980",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","July","1981",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","July","1982",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","July","1983",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","July","1984",208,NA,NA,NA,NA,76,64,60,57.5,55,53.5,50.5,48.5,46.5,45.5,45,45,45,35.8888888888889,29.3,NA,NA,NA,NA,NA,1536858,1154505.9375,828766.000000009,555041.812500001,328736.999999993,145255.187500002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,NA,76,64,60,57.5,55,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,48.5,46.5,45.5,45,45,45,35.8888888888889,"58.75","45.25","1536858","339216",61.75,46
"409","July","1985",241,NA,NA,NA,70.5,62,58,54.5,51.5,49.5,47.5,46.5,45.5,43.5,43.5,43.5,43.5,43.5,35.0555555555556,29.6,NA,NA,NA,NA,1425376.75,981816.187500002,599464.124999997,273724.187500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,70.5,62,58,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,49.5,47.5,46.5,45.5,43.5,43.5,43.5,43.5,43.5,35.0555555555556,"60","43.5","1425376.75","894257.812500001",60,43.5
"410","July","1986",310,NA,NA,NA,NA,45.0555555555556,41.4444444444444,40.0555555555556,39.5,38.9444444444444,37.8333333333333,36.7222222222222,36.4444444444444,36.1666666666667,35.8888888888889,35.8888888888889,35.8888888888889,35.8888888888889,40.3333333333333,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1876074,1493721.9375,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0555555555556,41.4444444444444,40.0555555555556,39.5,38.9444444444444,37.8333333333333,36.7222222222222,36.4444444444444,36.1666666666667,35.8888888888889,35.8888888888889,35.8888888888889,35.8888888888889,40.3333333333333,NA,"37.2777777777778",NA,"1876074",NA,39.7777777777778
"411","July","1987",243,NA,NA,NA,NA,NA,75.5,64,59,54.5,51,48,47,46,45,45,45,45,35.8888888888889,25.1,NA,NA,NA,NA,NA,NA,1009250.75,683510.812500007,409786.624999999,183481.812499991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,NA,NA,75.5,64,59,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,48,47,46,45,45,45,45,35.8888888888889,"61.5","45","1009250.75","484471.187500002",61.5,45
"412","July","1988",242,NA,NA,NA,NA,72,63.5,57,53.5,51,49.5,48,47,46.5,45.5,45.5,45.5,45.5,36.1666666666667,29.5,NA,NA,NA,NA,NA,1208121.00000001,825768.937500005,500029.000000015,226304.812500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,NA,NA,72,63.5,57,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49.5,48,47,46.5,45.5,45.5,45.5,45.5,36.1666666666667,"60.25","46","1208121.00000001","667952.999999994",60.125,46.5
"413","July","1989",222,NA,74.5,65,58,55,53,51.5,51,50,49,48,47,46,45,45,45,45,35.8888888888889,27.3,NA,NA,2240784.68749998,1661017.99999998,1151652.56249999,708091.999999994,325739.937499989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,74.5,65,58,55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,51,50,49,48,47,46,45,45,45,45,35.8888888888889,"58","46.5","2240784.68749998","1167982.00000001",62.5,46.25
"414","July","1990",240,NA,NA,78,69,61,54,51,51,50,49,48,47,47,47,47,47,47,36.4444444444444,28,NA,NA,NA,1661017.99999998,1151652.56249999,708091.999999994,325739.937499989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167982.00000001,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,78,69,61,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,50,49,48,47,47,47,47,47,47,36.4444444444444,"65","47","1661017.99999998","1167982.00000001",61.25,45
"415","July","1991",205,NA,71,61,57.5,55,53.5,52.5,52,51,51,50,49.5,49.5,48.5,47.5,47.5,46.5,36.7222222222222,28.9,NA,NA,2514508.87499999,1934742.18749999,1425376.75,981816.187500002,599464.124999997,273724.187500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,71,61,57.5,55,53.5,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,51,51,50,49.5,49.5,48.5,47.5,47.5,46.5,36.7222222222222,"56.25","49.5","2514508.87499999","894257.812500001",60,46
"416","July","1992",188,NA,76.5,63,58.5,55.5,54,52.5,53,50,50,49,49,48,46.5,45.5,45.5,45.5,36.1666666666667,26.3,NA,NA,2740813.6875,2161047,1651681.56250001,1208121.00000001,825768.937500005,500029.000000015,226304.812500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,76.5,63,58.5,55.5,54,52.5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,49,49,48,46.5,45.5,45.5,45.5,36.1666666666667,"55.5","47.25","2740813.6875","667952.999999994",60.5,46
"417","July","1993",223,NA,NA,79,73,65,60,54,51,48,47,46,46,45,45,45,45,45,35.8888888888889,25.9,52428,NA,NA,1934742.18749999,1425376.75,981816.187500002,599464.124999997,273724.187500008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894257.812500001,667952.999999994,484471.187500002,339216,227591.062499997,145000,86846.4375000002,48534.0000000001,25466.312499999,13047.0000000003,6679.68750000369,NA,NA,79,73,65,60,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,48,47,46,46,45,45,45,45,45,35.8888888888889,"65","45","1934742.18749999","894257.812500001",57.25,46.25
"418","July","1994",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,17423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","July","1995",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,52066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","July","1996",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,51840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","July","1997",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,57117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","July","1998",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9,45606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
